chr	start	end	CpG	C15_S1_dedup5-N	C15_S1_dedup5-X	C19_S2_dedup5-N	C19_S2_dedup5-X	C33_S3_dedup5-N	C33_S3_dedup5-X	C36_S4_dedup5-N	C36_S4_dedup5-X	C55_S5_dedup5-N	C55_S5_dedup5-X	C59_S6_dedup5-N	C59_S6_dedup5-X
chr4	22285717	22286012	9	21	18	43	39	NA	NA	27	23	27	25	NA	NA
chr4	22417058	22417118	6	25	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4	22417321	22417438	7	NA	NA	NA	NA	20	0	NA	NA	NA	NA	NA	NA
chr4	24819804	24819997	4	NA	NA	23	16	NA	NA	30	23	20	18	23	20
chr4	28742509	28742548	7	NA	NA	NA	NA	NA	NA	21	6	NA	NA	NA	NA
chr4	32051788	32052096	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35	4
chr4	32337473	32337580	5	NA	NA	NA	NA	20	5	NA	NA	NA	NA	NA	NA
chr4	32337917	32338140	7	NA	NA	NA	NA	NA	NA	23	10	NA	NA	NA	NA
chr4	32702433	32702490	8	NA	NA	NA	NA	NA	NA	NA	NA	39	18	NA	NA
chr4	33051877	33052066	10	NA	NA	NA	NA	NA	NA	39	15	NA	NA	NA	NA
chr4	33070150	33070189	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	3
chr4	33094064	33094167	9	NA	NA	NA	NA	NA	NA	34	11	22	7	30	5
chr4	33117768	33117852	5	NA	NA	NA	NA	NA	NA	21	1	NA	NA	NA	NA
chr4	33141206	33141310	5	NA	NA	NA	NA	NA	NA	23	14	31	29	NA	NA
chr4	33349227	33349290	3	NA	NA	29	11	NA	NA	26	9	31	11	NA	NA
chr4	34634270	34634354	8	NA	NA	NA	NA	NA	NA	21	9	NA	NA	NA	NA
chr4	34634827	34634915	4	NA	NA	NA	NA	NA	NA	21	1	NA	NA	NA	NA
chr4	34829709	34829822	9	NA	NA	27	5	NA	NA	NA	NA	NA	NA	NA	NA
chr4	34830625	34830764	7	NA	NA	22	0	NA	NA	20	1	NA	NA	NA	NA
chr4	34834735	34834943	7	25	6	29	2	25	2	33	2	46	3	40	3
chr4	35150131	35150237	10	NA	NA	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr4	35526473	35526546	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	18
chr4	40174038	40174141	4	NA	NA	NA	NA	NA	NA	22	18	NA	NA	NA	NA
chr4	40215514	40215601	8	NA	NA	NA	NA	27	11	NA	NA	24	1	NA	NA
chr4	40217026	40217311	10	20	0	NA	NA	31	0	30	1	30	0	NA	NA
chr4	40723804	40723906	3	NA	NA	NA	NA	NA	NA	21	9	NA	NA	NA	NA
chr4	40916379	40916715	9	24	8	21	9	36	11	44	17	30	8	31	14
chr4	41261922	41262118	11	NA	NA	21	2	NA	NA	35	8	NA	NA	NA	NA
chr4	41411667	41411788	10	NA	NA	NA	NA	25	12	25	14	NA	NA	NA	NA
chr4	41445394	41445442	10	NA	NA	NA	NA	30	28	NA	NA	25	20	NA	NA
chr4	41453285	41453418	7	NA	NA	NA	NA	NA	NA	28	2	NA	NA	NA	NA
chr4	41721012	41721154	8	NA	NA	NA	NA	21	6	NA	NA	NA	NA	NA	NA
chr4	41751324	41751438	5	NA	NA	NA	NA	NA	NA	29	24	NA	NA	NA	NA
chr4	41780929	41780971	7	NA	NA	NA	NA	NA	NA	24	4	45	20	23	3
chr4	41812689	41812763	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	3
chr4	42078510	42078567	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25	6
chr4	42915219	42915435	7	NA	NA	NA	NA	NA	NA	NA	NA	20	2	NA	NA
chr4	43013267	43013366	10	NA	NA	24	9	NA	NA	NA	NA	NA	NA	NA	NA
chr4	43038300	43038455	9	21	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4	43396320	43396515	8	28	9	21	7	30	5	73	10	25	5	30	7
chr4	43492645	43492888	6	NA	NA	NA	NA	NA	NA	20	13	25	19	NA	NA
chr4	43669167	43669209	7	NA	NA	21	5	NA	NA	NA	NA	NA	NA	NA	NA
chr4	43743976	43744035	8	NA	NA	NA	NA	NA	NA	25	16	NA	NA	NA	NA
chr4	43808466	43808587	5	NA	NA	22	19	21	18	27	24	NA	NA	21	19
chr4	44136339	44136409	7	22	21	NA	NA	27	22	NA	NA	NA	NA	26	23
chr4	44180056	44180163	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	0
chr4	44273271	44273309	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	2
chr4	44438226	44438287	8	NA	NA	24	10	NA	NA	NA	NA	NA	NA	NA	NA
chr4	44723706	44723783	9	NA	NA	NA	NA	24	16	NA	NA	NA	NA	NA	NA
chr4	44725292	44725390	3	21	1	24	1	31	1	37	2	34	3	37	2
chr4	44726091	44726161	6	NA	NA	NA	NA	NA	NA	NA	NA	21	4	NA	NA
chr4	45121333	45121443	3	NA	NA	NA	NA	26	9	NA	NA	NA	NA	NA	NA
chr4	45333271	45333340	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	29
chr4	45353722	45353774	4	NA	NA	NA	NA	21	19	32	30	NA	NA	27	23
chr4	45355854	45356004	5	NA	NA	NA	NA	NA	NA	20	0	20	0	NA	NA
chr4	45783924	45784007	4	NA	NA	NA	NA	20	18	24	24	37	34	NA	NA
chr4	45784134	45784378	7	NA	NA	NA	NA	NA	NA	24	4	NA	NA	NA	NA
chr4	45811936	45811982	7	NA	NA	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr4	45896394	45896878	28	83	81	57	50	84	72	133	124	96	84	93	85
chr4	45909422	45909508	6	NA	NA	NA	NA	20	8	NA	NA	NA	NA	NA	NA
chr4	45985659	45985718	7	NA	NA	NA	NA	21	6	NA	NA	NA	NA	NA	NA
chr4	46340127	46340244	7	NA	NA	NA	NA	NA	NA	NA	NA	21	19	NA	NA
chr4	46357395	46357513	16	NA	NA	32	1	23	0	NA	NA	48	14	22	1
chr4	46401658	46401772	3	NA	NA	NA	NA	NA	NA	26	0	NA	NA	NA	NA
chr4	46402284	46402319	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	8
chr4	46403474	46403520	4	NA	NA	NA	NA	NA	NA	35	0	20	0	28	0
chr4	46663084	46663133	8	NA	NA	NA	NA	24	7	NA	NA	NA	NA	NA	NA
chr4	46663676	46663866	9	NA	NA	40	1	NA	NA	20	0	NA	NA	28	1
chr4	46677340	46677585	11	29	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4	46686536	46686578	3	NA	NA	NA	NA	NA	NA	20	10	21	14	NA	NA
chr4	47466762	47466830	6	NA	NA	NA	NA	NA	NA	26	26	NA	NA	NA	NA
chr4	48565446	48565477	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA	NA	NA
chr4	48710426	48710588	6	24	0	30	4	34	10	42	5	29	1	23	0
chr4	49381245	49381491	5	NA	NA	NA	NA	NA	NA	31	28	25	22	20	18
chr4	51267170	51267217	6	37	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4	53172938	53173084	13	28	13	NA	NA	20	0	NA	NA	NA	NA	NA	NA
chr4	53252316	53252347	3	NA	NA	NA	NA	NA	NA	24	17	NA	NA	NA	NA
chr4	53445167	53445339	5	NA	NA	NA	NA	NA	NA	29	22	NA	NA	NA	NA
chr4	53452234	53452567	13	35	0	64	3	45	7	63	1	46	3	48	1
chr4	53613820	53613916	5	NA	NA	NA	NA	NA	NA	20	15	NA	NA	NA	NA
chr4	53643505	53643529	3	NA	NA	NA	NA	NA	NA	26	18	NA	NA	NA	NA
chr4	53802238	53802367	3	NA	NA	NA	NA	NA	NA	NA	NA	21	7	NA	NA
chr4	53838470	53838699	6	NA	NA	NA	NA	21	4	NA	NA	31	9	NA	NA
chr4	53839553	53839678	4	NA	NA	NA	NA	23	1	NA	NA	NA	NA	NA	NA
chr4	53890820	53890976	5	NA	NA	NA	NA	NA	NA	NA	NA	21	20	NA	NA
chr4	54026687	54026864	6	NA	NA	NA	NA	25	22	NA	NA	NA	NA	NA	NA
chr4	54034694	54034833	5	NA	NA	28	18	NA	NA	NA	NA	NA	NA	NA	NA
chr4	54086089	54086285	8	22	18	26	21	33	24	55	46	42	31	24	14
chr4	54957935	54958017	11	NA	NA	28	4	NA	NA	NA	NA	NA	NA	NA	NA
chr4	54958197	54958310	7	NA	NA	21	2	NA	NA	NA	NA	NA	NA	NA	NA
chr4	54959665	54959814	7	NA	NA	NA	NA	NA	NA	22	0	26	1	NA	NA
chr4	54960524	54960655	6	26	0	50	0	68	0	72	0	45	2	41	0
chr4	55364024	55364127	4	NA	NA	NA	NA	NA	NA	21	1	NA	NA	NA	NA
chr4	55421830	55422181	17	48	47	62	61	67	64	84	82	107	101	70	64
chr4	55544501	55544562	9	NA	NA	NA	NA	NA	NA	35	1	NA	NA	NA	NA
chr4	55663592	55663700	4	NA	NA	NA	NA	NA	NA	NA	NA	21	15	NA	NA
chr4	56814893	56814931	8	NA	NA	NA	NA	24	5	NA	NA	NA	NA	NA	NA
chr4	56874690	56874698	4	21	19	NA	NA	NA	NA	NA	NA	28	26	NA	NA
chr4	56959308	56959462	8	NA	NA	29	0	NA	NA	NA	NA	NA	NA	NA	NA
chr4	57276520	57276574	4	NA	NA	NA	NA	NA	NA	20	20	21	17	NA	NA
chr4	57398491	57398712	5	NA	NA	NA	NA	NA	NA	29	12	32	19	22	18
chr4	57811191	57811276	3	NA	NA	NA	NA	NA	NA	23	0	NA	NA	NA	NA
chr4	57822683	57822811	5	NA	NA	25	2	NA	NA	36	5	NA	NA	26	0
chr4	59202123	59202185	18	NA	NA	70	11	NA	NA	NA	NA	NA	NA	NA	NA
chr4	59227700	59228068	8	23	22	27	25	NA	NA	41	40	28	28	NA	NA
chr4	59594476	59594539	7	NA	NA	NA	NA	NA	NA	23	1	NA	NA	NA	NA
chr4	59821313	59821381	3	NA	NA	NA	NA	NA	NA	NA	NA	25	22	23	18
chr4	60053089	60053241	4	23	22	NA	NA	NA	NA	45	44	33	24	40	36
chr4	60638903	60638929	4	27	25	28	25	25	23	NA	NA	30	27	22	18
chr4	61228161	61228187	4	40	33	37	33	25	25	35	26	31	26	27	24
chr4	61504623	61504700	3	NA	NA	24	15	NA	NA	23	18	NA	NA	21	17
chr4	61591657	61591684	6	NA	NA	NA	NA	22	22	NA	NA	NA	NA	NA	NA
chr4	61634188	61634333	3	NA	NA	30	0	29	6	32	6	47	2	31	3
chr4	61794901	61795037	6	NA	NA	NA	NA	25	12	37	10	NA	NA	NA	NA
chr4	61838365	61838391	3	49	8	33	8	60	17	67	16	70	18	48	14
chr4	61869242	61869438	13	NA	NA	35	7	25	0	NA	NA	NA	NA	NA	NA
chr4	61947540	61947689	14	32	6	NA	NA	NA	NA	NA	NA	NA	NA	30	0
chr4	62034764	62034848	4	NA	NA	22	1	NA	NA	49	4	NA	NA	NA	NA
chr4	62069784	62069822	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	1
chr4	62295344	62295372	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	4
chr4	62876469	62876541	10	25	3	29	12	31	14	23	2	NA	NA	23	8
chr4	63070848	63070985	7	NA	NA	NA	NA	NA	NA	NA	NA	22	0	NA	NA
chr4	63228455	63228573	6	NA	NA	NA	NA	20	13	NA	NA	NA	NA	NA	NA
chr4	66484370	66484390	4	NA	NA	31	28	NA	NA	NA	NA	NA	NA	24	15
chr4	69515131	69515254	8	NA	NA	NA	NA	NA	NA	30	22	NA	NA	NA	NA
chr4	70039156	70039232	4	49	44	29	24	NA	NA	NA	NA	NA	NA	NA	NA
chr4	71861445	71861502	8	NA	NA	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr4	77204893	77204982	7	NA	NA	23	1	NA	NA	26	3	NA	NA	NA	NA
chr4	78421846	78421920	3	NA	NA	NA	NA	NA	NA	NA	NA	23	19	NA	NA
chr4	79252124	79252209	5	NA	NA	NA	NA	NA	NA	NA	NA	24	23	NA	NA
chr4	82126569	82126596	4	NA	NA	NA	NA	22	21	NA	NA	20	20	NA	NA
chr4	82149870	82150126	8	26	0	NA	NA	29	1	33	0	27	0	22	1
chr4	82150760	82150807	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	1
chr4	82152098	82152140	6	NA	NA	23	12	NA	NA	NA	NA	NA	NA	NA	NA
chr4	82768042	82768122	4	NA	NA	NA	NA	NA	NA	24	17	NA	NA	NA	NA
chr4	82937598	82937683	4	28	28	NA	NA	25	24	34	31	24	22	NA	NA
chr4	83063058	83063222	8	NA	NA	NA	NA	NA	NA	25	0	NA	NA	NA	NA
chr4	83064534	83064741	5	NA	NA	NA	NA	NA	NA	20	1	NA	NA	NA	NA
chr4	83169712	83169894	4	NA	NA	NA	NA	NA	NA	20	8	NA	NA	NA	NA
chr4	83385524	83385571	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	16
chr4	84483217	84483280	3	NA	NA	NA	NA	NA	NA	20	14	NA	NA	NA	NA
chr4	84530251	84530290	7	NA	NA	NA	NA	21	3	NA	NA	NA	NA	NA	NA
chr4	84834048	84834373	9	NA	NA	NA	NA	NA	NA	30	27	NA	NA	NA	NA
chr4	86520060	86520125	6	NA	NA	NA	NA	NA	NA	NA	NA	20	4	NA	NA
chr4	86532044	86532198	7	NA	NA	NA	NA	NA	NA	27	13	20	8	NA	NA
chr4	86532502	86532614	3	NA	NA	NA	NA	NA	NA	22	13	NA	NA	NA	NA
chr4	86535238	86535306	3	NA	NA	NA	NA	NA	NA	21	19	NA	NA	NA	NA
chr4	87014214	87014450	7	30	0	27	0	42	2	38	0	61	0	30	0
chr4	87677871	87677962	8	NA	NA	23	13	NA	NA	29	8	NA	NA	NA	NA
chr4	87678762	87678802	7	NA	NA	NA	NA	21	4	NA	NA	NA	NA	NA	NA
chr4	87680753	87680851	6	NA	NA	NA	NA	20	0	27	1	42	2	34	0
chr4	87681486	87681583	5	NA	NA	NA	NA	NA	NA	22	0	NA	NA	NA	NA
chr4	88286783	88286947	6	NA	NA	NA	NA	33	6	39	5	49	5	34	1
chr4	88326271	88326374	6	NA	NA	NA	NA	NA	NA	22	9	NA	NA	NA	NA
chr4	88369214	88369251	3	NA	NA	NA	NA	NA	NA	20	1	NA	NA	NA	NA
chr4	88401186	88401598	16	32	28	NA	NA	33	27	45	43	45	41	33	31
chr4	88402699	88402828	6	NA	NA	NA	NA	NA	NA	22	7	NA	NA	25	10
chr4	88403370	88403430	9	NA	NA	27	18	NA	NA	NA	NA	NA	NA	NA	NA
chr4	88404394	88404615	8	NA	NA	26	15	NA	NA	22	16	NA	NA	24	23
chr4	88406333	88406393	6	NA	NA	NA	NA	NA	NA	NA	NA	40	4	NA	NA
chr4	88406777	88406820	8	20	2	NA	NA	NA	NA	32	0	NA	NA	26	3
chr4	88407259	88407531	12	NA	NA	NA	NA	NA	NA	51	37	38	28	NA	NA
chr4	88409712	88409783	11	41	1	NA	NA	53	22	NA	NA	NA	NA	NA	NA
chr4	88410077	88410145	8	NA	NA	28	24	NA	NA	NA	NA	NA	NA	NA	NA
chr4	88426192	88426345	8	NA	NA	31	17	NA	NA	22	8	NA	NA	24	8
chr4	88429104	88429397	17	33	14	43	17	64	39	32	21	25	9	30	20
chr4	88434480	88434522	4	NA	NA	NA	NA	25	8	NA	NA	NA	NA	NA	NA
chr4	88469195	88469356	6	NA	NA	NA	NA	NA	NA	36	18	NA	NA	NA	NA
chr4	88955994	88956169	6	24	5	NA	NA	23	3	NA	NA	NA	NA	NA	NA
chr4	89020686	89020949	9	NA	NA	NA	NA	NA	NA	NA	NA	26	10	NA	NA
chr4	89191716	89191782	5	NA	NA	NA	NA	27	0	NA	NA	NA	NA	NA	NA
chr4	91038200	91038260	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26	5
chr4	93456867	93456995	3	NA	NA	NA	NA	NA	NA	NA	NA	22	9	30	21
chr4	94018526	94018670	5	NA	NA	24	16	NA	NA	NA	NA	20	15	NA	NA
chr4	94223723	94223797	4	NA	NA	NA	NA	NA	NA	25	1	NA	NA	NA	NA
chr4	94265991	94266154	11	NA	NA	29	29	NA	NA	41	40	38	34	24	18
chr4	94266325	94266478	7	NA	NA	21	21	NA	NA	NA	NA	NA	NA	NA	NA
chr4	94716640	94716979	15	NA	NA	57	7	22	10	NA	NA	NA	NA	NA	NA
chr4	94718327	94718384	8	NA	NA	NA	NA	NA	NA	24	0	24	22	NA	NA
chr4	94827921	94827981	10	NA	NA	NA	NA	26	8	NA	NA	23	5	35	12
chr4	95634614	95634778	4	NA	NA	NA	NA	NA	NA	20	1	NA	NA	NA	NA
chr4	96363428	96363453	4	NA	NA	NA	NA	NA	NA	23	3	NA	NA	NA	NA
chr4	97423996	97424070	5	NA	NA	NA	NA	NA	NA	NA	NA	22	0	NA	NA
chr4	97439542	97439816	8	20	0	NA	NA	22	0	40	0	NA	NA	NA	NA
chr4	97446370	97446602	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29	0
chr4	97503285	97503440	4	NA	NA	NA	NA	NA	NA	NA	NA	21	19	NA	NA
chr4	97503563	97503657	5	NA	NA	NA	NA	26	19	NA	NA	NA	NA	NA	NA
chr4	97578248	97578592	7	29	27	NA	NA	24	23	34	32	31	30	29	27
chr4	97989094	97989171	13	NA	NA	NA	NA	NA	NA	26	4	NA	NA	41	3
chr4	98049804	98049866	8	NA	NA	NA	NA	24	10	NA	NA	NA	NA	NA	NA
chr4	98063093	98063236	8	NA	NA	NA	NA	NA	NA	NA	NA	28	0	NA	NA
chr4	98103347	98103590	6	NA	NA	35	11	34	5	43	17	30	13	21	9
chr4	98394706	98394836	8	NA	NA	NA	NA	NA	NA	25	6	NA	NA	NA	NA
chr4	98394972	98395069	5	NA	NA	35	18	22	13	25	11	28	9	25	11
chr4	98589073	98589451	13	NA	NA	22	6	27	3	NA	NA	NA	NA	NA	NA
chr4	98861291	98861383	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	1
chr4	99126144	99126423	12	NA	NA	53	5	73	6	109	12	70	6	40	0
chr4	99316658	99316746	5	NA	NA	NA	NA	NA	NA	NA	NA	27	10	NA	NA
chr4	99323948	99324053	13	NA	NA	NA	NA	NA	NA	29	8	NA	NA	24	5
chr4	100210622	100210692	3	NA	NA	NA	NA	NA	NA	20	1	NA	NA	NA	NA
chr4	100450259	100450510	15	NA	NA	33	5	23	9	48	0	30	0	20	2
chr4	100670709	100670780	4	NA	NA	23	12	NA	NA	NA	NA	NA	NA	NA	NA
chr4	100741324	100741415	5	NA	NA	NA	NA	20	11	22	15	NA	NA	NA	NA
chr4	100965610	100965677	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	7
chr4	101030145	101030270	6	NA	NA	NA	NA	NA	NA	25	0	NA	NA	NA	NA
chr4	101181119	101181257	7	NA	NA	NA	NA	NA	NA	21	3	NA	NA	NA	NA
chr4	101320419	101320469	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr4	101330894	101331022	5	NA	NA	NA	NA	NA	NA	22	22	NA	NA	NA	NA
chr4	101366922	101367028	4	23	20	NA	NA	36	33	28	20	30	26	22	18
chr4	101440819	101440887	5	20	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4	102044043	102044364	10	NA	NA	27	22	NA	NA	44	33	28	25	33	27
chr4	102184891	102184971	3	NA	NA	NA	NA	21	7	NA	NA	NA	NA	NA	NA
chr4	102185101	102185141	5	22	21	NA	NA	20	18	NA	NA	NA	NA	20	18
chr4	102243612	102243904	13	NA	NA	28	1	NA	NA	53	0	21	0	45	6
chr4	102486298	102486415	4	NA	NA	NA	NA	26	14	25	16	28	18	NA	NA
chr4	102649371	102649535	6	NA	NA	NA	NA	20	10	NA	NA	NA	NA	NA	NA
chr4	102792987	102793025	3	NA	NA	NA	NA	21	1	40	0	37	2	NA	NA
chr4	104039968	104040021	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43	0
chr4	105988482	105988574	12	NA	NA	NA	NA	40	7	NA	NA	NA	NA	NA	NA
chr4	106042743	106043007	6	NA	NA	NA	NA	NA	NA	NA	NA	21	9	NA	NA
chr4	106734483	106734652	5	NA	NA	20	20	NA	NA	NA	NA	25	24	NA	NA
chr4	106852428	106852438	3	NA	NA	27	0	NA	NA	21	0	42	0	24	1
chr4	106925375	106925483	5	NA	NA	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr4	107040334	107040397	5	NA	NA	NA	NA	NA	NA	NA	NA	22	8	NA	NA
chr4	107420764	107420927	8	NA	NA	NA	NA	NA	NA	23	16	31	26	NA	NA
chr4	107476715	107476785	6	NA	NA	NA	NA	NA	NA	NA	NA	22	9	NA	NA
chr4	107704020	107704065	5	NA	NA	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr4	107743633	107743806	5	NA	NA	NA	NA	NA	NA	26	0	NA	NA	NA	NA
chr4	108000877	108000954	8	NA	NA	NA	NA	NA	NA	28	16	NA	NA	NA	NA
chr4	108133627	108133795	7	21	0	21	0	23	1	NA	NA	NA	NA	NA	NA
chr4	108251637	108251762	7	NA	NA	NA	NA	NA	NA	NA	NA	26	0	NA	NA
chr4	108251867	108251991	14	NA	NA	27	0	25	4	NA	NA	NA	NA	NA	NA
chr4	108293105	108293327	6	NA	NA	32	3	34	0	45	1	43	0	21	0
chr4	108451987	108452274	5	NA	NA	NA	NA	NA	NA	21	9	NA	NA	NA	NA
chr4	108520472	108520531	7	NA	NA	NA	NA	NA	NA	NA	NA	22	1	NA	NA
chr4	108873817	108873963	5	NA	NA	NA	NA	NA	NA	20	0	NA	NA	NA	NA
chr4	109338332	109338379	7	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr4	109339145	109339321	6	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr4	109650122	109650222	7	NA	NA	NA	NA	NA	NA	20	1	NA	NA	NA	NA
chr4	109656040	109656174	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23	8
chr4	112628542	112628723	7	NA	NA	NA	NA	31	22	33	29	21	16	29	21
chr4	113767535	113767765	7	NA	NA	33	31	27	25	36	32	28	26	23	22
chr4	113845634	113845708	5	NA	NA	NA	NA	22	1	NA	NA	NA	NA	NA	NA
chr4	114340194	114340309	6	NA	NA	NA	NA	30	5	NA	NA	NA	NA	NA	NA
chr4	114672965	114673013	6	NA	NA	21	0	NA	NA	NA	NA	NA	NA	NA	NA
chr4	114730447	114730499	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24	0
chr4	114735463	114735776	14	20	1	26	9	26	8	40	2	40	3	44	8
chr4	115126365	115126519	8	NA	NA	39	37	NA	NA	22	21	NA	NA	24	23
chr4	115748569	115748621	7	NA	NA	NA	NA	21	19	NA	NA	NA	NA	NA	NA
chr4	115796316	115796432	7	NA	NA	26	1	NA	NA	NA	NA	NA	NA	NA	NA
chr4	115893716	115893794	11	35	1	NA	NA	27	0	41	2	NA	NA	NA	NA
chr4	115895516	115895744	6	28	13	NA	NA	26	11	26	9	22	14	23	9
chr4	115970819	115971043	6	36	33	32	28	49	47	45	39	48	47	35	34
chr4	115971107	115971346	6	33	31	27	19	29	23	49	45	35	30	27	22
chr4	116121299	116121481	6	NA	NA	24	5	32	9	51	23	48	16	NA	NA
chr4	116121610	116121801	7	NA	NA	45	30	63	49	65	43	77	55	50	35
chr4	116356554	116356594	4	NA	NA	20	2	37	11	31	3	41	3	NA	NA
chr4	116393016	116393473	18	57	1	89	3	73	0	76	4	88	0	76	1
chr4	116480253	116480360	13	NA	NA	NA	NA	22	5	NA	NA	NA	NA	40	10
chr4	116782182	116782254	8	20	20	NA	NA	NA	NA	NA	NA	NA	NA	21	17
chr4	116821538	116821579	6	24	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4	117157029	117157041	6	NA	NA	NA	NA	24	13	NA	NA	NA	NA	NA	NA
chr4	117208577	117208773	6	NA	NA	NA	NA	20	16	NA	NA	NA	NA	21	17
chr4	117209738	117209789	3	NA	NA	NA	NA	21	20	NA	NA	NA	NA	NA	NA
chr4	117222476	117222845	13	NA	NA	NA	NA	NA	NA	27	3	NA	NA	22	9
chr4	117377058	117377139	5	NA	NA	NA	NA	NA	NA	24	11	NA	NA	NA	NA
chr4	117422874	117423022	4	NA	NA	34	29	23	21	43	39	40	34	47	39
chr4	117423142	117423299	5	NA	NA	NA	NA	NA	NA	33	31	22	19	NA	NA
chr4	117438153	117438232	6	NA	NA	NA	NA	NA	NA	20	2	NA	NA	NA	NA
chr4	117587806	117587901	8	21	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr4	117965945	117966062	8	NA	NA	21	15	24	13	56	35	40	25	27	22
chr4	118082553	118082861	8	NA	NA	NA	NA	31	3	32	2	20	1	NA	NA
chr4	118109702	118109864	9	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
chr4	118219684	118220079	14	NA	NA	31	17	50	35	29	22	34	25	33	25
chr4	118220167	118220498	10	28	23	33	29	41	33	47	40	48	43	35	27
chr4	118220521	118220874	13	110	87	140	98	142	104	126	93	122	93	129	95
chr4	118220918	118221314	14	60	45	85	70	71	60	60	45	54	38	72	54
chr4	118416687	118416746	5	NA	NA	NA	NA	22	18	NA	NA	NA	NA	NA	NA
chr4	118419167	118419419	7	NA	NA	23	23	32	30	42	33	43	40	35	35
chr4	118906343	118906443	7	NA	NA	NA	NA	NA	NA	25	2	NA	NA	NA	NA
chr4	118966336	118966476	8	NA	NA	NA	NA	22	4	21	0	23	0	NA	NA
chr4	118992802	118992914	10	NA	NA	NA	NA	NA	NA	31	5	NA	NA	NA	NA
chr4	119027718	119027875	6	NA	NA	26	18	24	21	NA	NA	32	24	24	14
chr4	119087833	119088012	15	NA	NA	NA	NA	34	10	27	6	NA	NA	NA	NA
chr4	119193750	119193922	17	NA	NA	24	23	29	28	50	46	25	25	34	31
chr4	119265426	119265519	3	NA	NA	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr4	119821567	119821628	9	NA	NA	NA	NA	NA	NA	27	6	NA	NA	42	34
chr4	120242153	120242206	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21	11
chr4	120524027	120524094	4	NA	NA	26	26	22	17	NA	NA	22	18	NA	NA
chr4	120578188	120578410	6	27	25	NA	NA	NA	NA	NA	NA	24	22	22	21
chr4	120706247	120706366	7	31	16	23	14	34	20	32	22	25	14	24	16
chr4	120769885	120769962	3	NA	NA	20	1	23	1	21	1	NA	NA	NA	NA
chr4	121783625	121783727	6	NA	NA	NA	NA	NA	NA	36	27	NA	NA	NA	NA
chr4	122816842	122816985	5	NA	NA	NA	NA	NA	NA	NA	NA	21	1	NA	NA
chr4	122952547	122952737	7	NA	NA	26	24	NA	NA	21	19	NA	NA	NA	NA
chr4	122959768	122959880	6	NA	NA	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr4	123345147	123345250	3	NA	NA	NA	NA	NA	NA	21	1	NA	NA	NA	NA
chr4	124539072	124539094	6	NA	NA	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr4	124664245	124664373	13	NA	NA	NA	NA	NA	NA	49	23	25	9	29	16
chr4	124804918	124805030	12	NA	NA	NA	NA	21	4	NA	NA	NA	NA	NA	NA
chr4	125168421	125168453	6	NA	NA	NA	NA	NA	NA	NA	NA	24	16	NA	NA
chr4	125168776	125168846	7	NA	NA	NA	NA	NA	NA	21	0	NA	NA	NA	NA
